from,to
N07 N23 G S37 S30,N07 N23 G S37 S30 G S10
N07 N23 G S38 S30,N07 N23 G S38 S30 G N13
N07 N23 G S39 S30,N07 N23 G S39 S30 G N25
N07 N23 G S40 N27,N07 N23 G S40 N27 G S18
N07 N24 G N01 N26,N07 N24 G N01 N26 G S33
N07 N24 G N02 S33,N07 N24 G N02 S33 G N04
N07 N24 G N03 N11,N07 N24 G N03 N11 G S40
N07 N24 G N04 N26,N07 N24 G N04 N26 G S29
N07 N24 G N05 N26,N07 N24 G N05 N26 G N18
N07 N24 G N06 N22,N07 N24 G N06 N22 G S16
N07 N24 G N08 S31,N07 N24 G N08 S31 G S02
N07 N24 G N09 S31,N07 N24 G N09 S31 G S05
N07 N24 G N10 S31,N07 N24 G N10 S31 G S04
N07 N24 G N11 S31,N07 N24 G N11 S31 G N13
N07 N24 G N12 N26,N07 N24 G N12 N26 G S14
N07 N24 G N13 N26,N07 N24 G N13 N26 G S04
N07 N24 G N14 N26,N07 N24 G N14 N26 G S29
N07 N24 G N15 N12,N07 N24 G N15 N12 G S21
N07 N24 G N16 N12,N07 N24 G N16 N12 G S21
N07 N24 G N17 S29,N07 N24 G N17 S29 G N26
N07 N24 G N18 S31,N07 N24 G N18 S31 G S02
N07 N24 G N19 S31,N07 N24 G N19 S31 G S05
N07 N24 G N20 N40,N07 N24 G N20 N40 G N11
N07 N24 G N21 N22,N07 N24 G N21 N22 G S16
N07 N24 G N22 N26,N07 N24 G N22 N26 G S29
N07 N24 G N23 N26,N07 N24 G N23 N26 G S14
N07 N24 G N24+ S31,N07 N24 G N24+ S31 G S02
N07 N24 G N25 S31,N07 N24 G N25 S31 G S02
N07 N24 G N26 S31,N07 N24 G N26 S31 G N13
N07 N24 G N27 S31,N07 N24 G N27 S31 G N13
N07 N24 G N28 S31,N07 N24 G N28 S31 G N14
N07 N24 G N29 N26,N07 N24 G N29 N26 G S12
N07 N24 G N30 N26,N07 N24 G N30 N26 G S16
N07 N24 G N31 N26,N07 N24 G N31 N26 G N38
N07 N24 G N32 N26,N07 N24 G N32 N26 G S16
N07 N24 G N33 N28,N07 N24 G N33 N28 G S05
N07 N24 G N34 N28,N07 N24 G N34 N28 G S16
N07 N24 G N35 S29,N07 N24 G N35 S29 G N13
N07 N24 G N36 S31,N07 N24 G N36 S31 G S05
N07 N24 G N37 S31,N07 N24 G N37 S31 G S04
N07 N24 G N38 S31,N07 N24 G N38 S31 G S01
N07 N24 G N39 N22,N07 N24 G N39 N22 G N15
N07 N24 G N40 N22,N07 N24 G N40 N22 G S13
N07 N24 G S01 N12,N07 N24 G S01 N12 G N40
N07 N24 G S02 N12,N07 N24 G S02 N12 G S35
N07 N24 G S03 N12,N07 N24 G S03 N12 G S21
N07 N24 G S04 N12,N07 N24 G S04 N12 G S21
N07 N24 G S05 N12,N07 N24 G S05 N12 G N40
N07 N24 G S06 S31,N07 N24 G S06 S31 G S37
N07 N24 G S07 S31,N07 N24 G S07 S31 G S18
N07 N24 G S08 S31,N07 N24 G S08 S31 G S01
N07 N24 G S09 S31,N07 N24 G S09 S31 G S02
N07 N24 G S10 S33,N07 N24 G S10 S33 G S01
N07 N24 G S11 S31,N07 N24 G S11 S31 G S02
N07 N24 G S12 S33,N07 N24 G S12 S33 G N29
N07 N24 G S13 N26,N07 N24 G S13 N26 G S24
N07 N24 G S14 N26,N07 N24 G S14 N26 G N38
N07 N24 G S15 N12,N07 N24 G S15 N12 G S21
N07 N24 G S16 N12,N07 N24 G S16 N12 G S21
N07 N24 G S17 S29,N07 N24 G S17 S29 G S01
N07 N24 G S18 S31,N07 N24 G S18 S31 G S02
N07 N24 G S19 S31,N07 N24 G S19 S31 G S01
N07 N24 G S20 S31,N07 N24 G S20 S31 G S18
N07 N24 G S21 S31,N07 N24 G S21 S31 G N26
N07 N24 G S22 N28,N07 N24 G S22 N28 G S05
N07 N24 G S23 S31,N07 N24 G S23 S31 G S04
N07 N24 G S24 S29,N07 N24 G S24 S29 G S02
N07 N24 G S25 S31,N07 N24 G S25 S31 G N13
N07 N24 G S26 S31,N07 N24 G S26 S31 G S05
N07 N24 G S27 S31,N07 N24 G S27 S31 G S04
N07 N24 G S28 S31,N07 N24 G S28 S31 G S05
N07 N24 G S29 S33,N07 N24 G S29 S33 G N26
N07 N24 G S30 N26,N07 N24 G S30 N26 G S28
N07 N24 G S31 S28,N07 N24 G S31 S28 G N11
N07 N24 G S32 N26,N07 N24 G S32 N26 G S30
N07 N24 G S33 N26,N07 N24 G S33 N26 G S20
N07 N24 G S34 S29,N07 N24 G S34 S29 G N11
N07 N24 G S35 S31,N07 N24 G S35 S31 G S02
N07 N24 G S36 S31,N07 N24 G S36 S31 G S02
N07 N24 G S37 S31,N07 N24 G S37 S31 G S02
N07 N24 G S38 S31,N07 N24 G S38 S31 G S02
N07 N24 G S39 S31,N07 N24 G S39 S31 G S37
N07 N24 G S40 S31,N07 N24 G S40 S31 G N26
N07 N25 G N01 N10,N07 N25 G N01 N10 G N30
N07 N25 G N02 N10,N07 N25 G N02 N10 G N30
N07 N25 G N03 S34,N07 N25 G N03 S34 G N16
N07 N25 G N04 N10,N07 N25 G N04 N10 G S29
N07 N25 G N05 N03,N07 N25 G N05 N03 G S32
N07 N25 G N06 S34,N07 N25 G N06 S34 G S38
N07 N25 G N08 N12,N07 N25 G N08 N12 G S20
N07 N25 G N09 S34,N07 N25 G N09 S34 G N16
N07 N25 G N10 S34,N07 N25 G N10 S34 G N27
N07 N25 G N11 S34,N07 N25 G N11 S34 G N13
N07 N25 G N12 N15,N07 N25 G N12 N15 G S32
N07 N25 G N13 S34,N07 N25 G N13 S34 G N15
N07 N25 G N14 N12,N07 N25 G N14 N12 G S20
N07 N25 G N15 N12,N07 N25 G N15 N12 G S39
N07 N25 G N16 N12,N07 N25 G N16 N12 G S06
N07 N25 G N17 N12,N07 N25 G N17 N12 G S21
N07 N25 G N18 N12,N07 N25 G N18 N12 G S21
N07 N25 G N19 N12,N07 N25 G N19 N12 G S20
N07 N25 G N20 S32,N07 N25 G N20 S32 G S02
N07 N25 G N21 N27,N07 N25 G N21 N27 G N39
N07 N25 G N22 S31,N07 N25 G N22 S31 G N12
N07 N25 G N23 N27,N07 N25 G N23 N27 G S32
N07 N25 G N24 N12,N07 N25 G N24 N12 G S40
N07 N25 G N25+ N12,N07 N25 G N25+ N12 G S30
N07 N25 G N26 N15,N07 N25 G N26 N15 G S21
N07 N25 G N27 N14,N07 N25 G N27 N14 G S32
N07 N25 G N28 N32,N07 N25 G N28 N32 G N16
N07 N25 G N29 S34,N07 N25 G N29 S34 G N15
N07 N25 G N30 S34,N07 N25 G N30 S34 G S25
N07 N25 G N31 N27,N07 N25 G N31 N27 G S17
N07 N25 G N32 N12,N07 N25 G N32 N12 G S21
N07 N25 G N33 N12,N07 N25 G N33 N12 G S39
N07 N25 G N34 N12,N07 N25 G N34 N12 G S40
N07 N25 G N35 N14,N07 N25 G N35 N14 G S30
N07 N25 G N36 N14,N07 N25 G N36 N14 G S32
N07 N25 G N37 S31,N07 N25 G N37 S31 G S03
N07 N25 G N38 S31,N07 N25 G N38 S31 G S02
N07 N25 G N39 S34,N07 N25 G N39 S34 G N17
N07 N25 G N40 S32,N07 N25 G N40 S32 G S02
N07 N25 G S01 N12,N07 N25 G S01 N12 G S06
N07 N25 G S02 N12,N07 N25 G S02 N12 G S34
N07 N25 G S03 N12,N07 N25 G S03 N12 G S27
N07 N25 G S04 N12,N07 N25 G S04 N12 G S21
N07 N25 G S05 N12,N07 N25 G S05 N12 G S20
N07 N25 G S06 S31,N07 N25 G S06 S31 G S01
N07 N25 G S07 N12,N07 N25 G S07 N12 G S20
N07 N25 G S08 N12,N07 N25 G S08 N12 G S39
N07 N25 G S09 S15,N07 N25 G S09 S15 G S38
N07 N25 G S10 S34,N07 N25 G S10 S34 G S19
N07 N25 G S11 S15,N07 N25 G S11 S15 G S20
N07 N25 G S12 S34,N07 N25 G S12 S34 G S38
N07 N25 G S13 S34,N07 N25 G S13 S34 G S04
N07 N25 G S14 S34,N07 N25 G S14 S34 G S38
N07 N25 G S15 N12,N07 N25 G S15 N12 G S30
N07 N25 G S16 N12,N07 N25 G S16 N12 G S30
N07 N25 G S17 N14,N07 N25 G S17 N14 G S30
N07 N25 G S18 N14,N07 N25 G S18 N14 G S08
N07 N25 G S19 N12,N07 N25 G S19 N12 G S06
N07 N25 G S20 S31,N07 N25 G S20 S31 G S02
N07 N25 G S21 S34,N07 N25 G S21 S34 G N27
N07 N25 G S22 N27,N07 N25 G S22 N27 G S15
N07 N25 G S23 N12,N07 N25 G S23 N12 G S20
N07 N25 G S24 N12,N07 N25 G S24 N12 G S39
N07 N25 G S25 N12,N07 N25 G S25 N12 G S40
N07 N25 G S26 N14,N07 N25 G S26 N14 G S32
N07 N25 G S27 S15,N07 N25 G S27 S15 G S40
N07 N25 G S28 S33,N07 N25 G S28 S33 G N16
N07 N25 G S29 S34,N07 N25 G S29 S34 G N35
N07 N25 G S30 S34,N07 N25 G S30 S34 G S39
N07 N25 G S31 S34,N07 N25 G S31 S34 G S38
N07 N25 G S32 N12,N07 N25 G S32 N12 G S30
N07 N25 G S33 N12,N07 N25 G S33 N12 G S30
N07 N25 G S34 N12,N07 N25 G S34 N12 G S30
N07 N25 G S35 N12,N07 N25 G S35 N12 G S21
N07 N25 G S36 N12,N07 N25 G S36 N12 G S39
N07 N25 G S37 N12,N07 N25 G S37 N12 G S39
N07 N25 G S38 S31,N07 N25 G S38 S31 G S02
N07 N25 G S39 S31,N07 N25 G S39 S31 G S02
N07 N25 G S40 S31,N07 N25 G S40 S31 G S04
N07 N26 G N01 S35,N07 N26 G N01 S35 G N11
N07 N26 G N02 S35,N07 N26 G N02 S35 G N04
N07 N26 G N03 N11,N07 N26 G N03 N11 G S28
N07 N26 G N04 N11,N07 N26 G N04 N11 G S39
N07 N26 G N05 N11,N07 N26 G N05 N11 G S40
N07 N26 G N06 S35,N07 N26 G N06 S35 G N28
N07 N26 G N08 S33,N07 N26 G N08 S33 G S05
N07 N26 G N09 S33,N07 N26 G N09 S33 G S05
N07 N26 G N10 S35,N07 N26 G N10 S35 G N14
N07 N26 G N11 N15,N07 N26 G N11 N15 G S23
N07 N26 G N12 N15,N07 N26 G N12 N15 G S32
N07 N26 G N13 S35,N07 N26 G N13 S35 G N15
N07 N26 G N14 S35,N07 N26 G N14 S35 G N28
N07 N26 G N15 N14,N07 N26 G N15 N14 G S30
N07 N26 G N16 N11,N07 N26 G N16 N11 G S40
N07 N26 G N17 N14,N07 N26 G N17 N14 G S30
N07 N26 G N18 N14,N07 N26 G N18 N14 G S23
N07 N26 G N19 N13,N07 N26 G N19 N13 G S22
N07 N26 G N20 S33,N07 N26 G N20 S33 G S05
N07 N26 G N21 N24,N07 N26 G N21 N24 G S16
N07 N26 G N22 N28,N07 N26 G N22 N28 G S35
N07 N26 G N23 S31,N07 N26 G N23 S31 G N15
N07 N26 G N24 S31,N07 N26 G N24 S31 G N13
N07 N26 G N25 N14,N07 N26 G N25 N14 G S30
N07 N26 G N26+ N28,N07 N26 G N26+ N28 G S35
N07 N26 G N27 S33,N07 N26 G N27 S33 G N16
N07 N26 G N28 N15,N07 N26 G N28 N15 G S32
N07 N26 G N29 S35,N07 N26 G N29 S35 G N31
N07 N26 G N30 S33,N07 N26 G N30 S33 G N16
N07 N26 G N31 S33,N07 N26 G N31 S33 G S04
N07 N26 G N32 N28,N07 N26 G N32 N28 G S15
N07 N26 G N33 N28,N07 N26 G N33 N28 G S13
N07 N26 G N34 N12,N07 N26 G N34 N12 G S39
N07 N26 G N35 N14,N07 N26 G N35 N14 G S22
N07 N26 G N36 N14,N07 N26 G N36 N14 G S23
N07 N26 G N37 N15,N07 N26 G N37 N15 G S21
N07 N26 G N38 S33,N07 N26 G N38 S33 G S04
N07 N26 G N39 S33,N07 N26 G N39 S33 G N16
N07 N26 G N40 S33,N07 N26 G N40 S33 G S03
N07 N26 G S01 N13,N07 N26 G S01 N13 G S37
N07 N26 G S02 S35,N07 N26 G S02 S35 G S39
N07 N26 G S03 S35,N07 N26 G S03 S35 G N28
N07 N26 G S04 N13,N07 N26 G S04 N13 G S30
N07 N26 G S05 S10,N07 N26 G S05 S10 G N38
N07 N26 G S06 S24,N07 N26 G S06 S24 G N16
N07 N26 G S07 S08,N07 N26 G S07 S08 G N15
N07 N26 G S08 S35,N07 N26 G S08 S35 G N28
N07 N26 G S09 N14,N07 N26 G S09 N14 G S39
N07 N26 G S10 S35,N07 N26 G S10 S35 G S39
N07 N26 G S11 S15,N07 N26 G S11 S15 G S19
N07 N26 G S12 S35,N07 N26 G S12 S35 G N14
N07 N26 G S13 S35,N07 N26 G S13 S35 G S39
N07 N26 G S14 S35,N07 N26 G S14 S35 G N31
N07 N26 G S15 N28,N07 N26 G S15 N28 G S27
N07 N26 G S16 N11,N07 N26 G S16 N11 G S29
N07 N26 G S17 N14,N07 N26 G S17 N14 G S32
N07 N26 G S18 N14,N07 N26 G S18 N14 G S30
N07 N26 G S19 S11,N07 N26 G S19 S11 G N39
N07 N26 G S20 S25,N07 N26 G S20 S25 G N18
N07 N26 G S21 S33,N07 N26 G S21 S33 G S04
N07 N26 G S22 S33,N07 N26 G S22 S33 G N16
N07 N26 G S23 N28,N07 N26 G S23 N28 G S35
N07 N26 G S24 N31,N07 N26 G S24 N31 G S37
N07 N26 G S25 N14,N07 N26 G S25 N14 G S21
N07 N26 G S26 N14,N07 N26 G S26 N14 G S32
N07 N26 G S27 S33,N07 N26 G S27 S33 G S04
N07 N26 G S28 S33,N07 N26 G S28 S33 G S04
N07 N26 G S29 S33,N07 N26 G S29 S33 G S04
N07 N26 G S30 S33,N07 N26 G S30 S33 G S03
N07 N26 G S31 S35,N07 N26 G S31 S35 G N33
N07 N26 G S32 N28,N07 N26 G S32 N28 G S30
N07 N26 G S33 S29,N07 N26 G S33 S29 G N13
N07 N26 G S34 S31,N07 N26 G S34 S31 G N13
N07 N26 G S35 N14,N07 N26 G S35 N14 G S30
N07 N26 G S36 N14,N07 N26 G S36 N14 G S23
N07 N26 G S37 N14,N07 N26 G S37 N14 G S23
N07 N26 G S38 N32,N07 N26 G S38 N32 G N13
N07 N26 G S39 S33,N07 N26 G S39 S33 G S04
N07 N26 G S40 S33,N07 N26 G S40 S33 G S04
N07 N27 G N01 S36,N07 N27 G N01 S36 G N29
N07 N27 G N02 S36,N07 N27 G N02 S36 G S40
N07 N27 G N03 S36,N07 N27 G N03 S36 G N18
N07 N27 G N04 N17,N07 N27 G N04 N17 G S34
N07 N27 G N05 N03,N07 N27 G N05 N03 G S31
N07 N27 G N06 S36,N07 N27 G N06 S36 G S40
N07 N27 G N08 N14,N07 N27 G N08 N14 G S38
N07 N27 G N09 S33,N07 N27 G N09 S33 G N16
N07 N27 G N10 S36,N07 N27 G N10 S36 G N29
N07 N27 G N11 N15,N07 N27 G N11 N15 G S36
N07 N27 G N12 N15,N07 N27 G N12 N15 G S21
N07 N27 G N13 S36,N07 N27 G N13 S36 G N38
N07 N27 G N14 N15,N07 N27 G N14 N15 G S34
N07 N27 G N15 N14,N07 N27 G N15 N14 G S32
N07 N27 G N16 N14,N07 N27 G N16 N14 G S03
N07 N27 G N17 N14,N07 N27 G N17 N14 G S38
N07 N27 G N18 N14,N07 N27 G N18 N14 G S23
N07 N27 G N19 N14,N07 N27 G N19 N14 G S38
N07 N27 G N20 N14,N07 N27 G N20 N14 G S23
N07 N27 G N21 S32,N07 N27 G N21 S32 G S03
N07 N27 G N22 S34,N07 N27 G N22 S34 G S04
N07 N27 G N23 S31,N07 N27 G N23 S31 G N14
N07 N27 G N24 S33,N07 N27 G N24 S33 G S03
N07 N27 G N25 N14,N07 N27 G N25 N14 G S32
N07 N27 G N26 N14,N07 N27 G N26 N14 G S30
N07 N27 G N27+ S36,N07 N27 G N27+ S36 G N33
N07 N27 G N28 N14,N07 N27 G N28 N14 G S23
N07 N27 G N29 N15,N07 N27 G N29 N15 G S32
N07 N27 G N30 S33,N07 N27 G N30 S33 G S04
N07 N27 G N31 S36,N07 N27 G N31 S36 G S27
N07 N27 G N32 S36,N07 N27 G N32 S36 G S11
N07 N27 G N33 S36,N07 N27 G N33 S36 G S27
N07 N27 G N34 N33,N07 N27 G N34 N33 G S25
N07 N27 G N35 N14,N07 N27 G N35 N14 G S22
N07 N27 G N36 N14,N07 N27 G N36 N14 G S32
N07 N27 G N37 N14,N07 N27 G N37 N14 G S32
N07 N27 G N38 N15,N07 N27 G N38 N15 G S21
N07 N27 G N39 N15,N07 N27 G N39 N15 G S32
N07 N27 G N40 S33,N07 N27 G N40 S33 G N04
N07 N27 G S01 S02,N07 N27 G S01 S02 G S31
N07 N27 G S02 S36,N07 N27 G S02 S36 G S40
N07 N27 G S03 S36,N07 N27 G S03 S36 G S20
N07 N27 G S04 N14,N07 N27 G S04 N14 G S38
N07 N27 G S05 N14,N07 N27 G S05 N14 G S38
N07 N27 G S06 S25,N07 N27 G S06 S25 G N38
N07 N27 G S07 S09,N07 N27 G S07 S09 G S29
N07 N27 G S08 S09,N07 N27 G S08 S09 G S36
N07 N27 G S09 N14,N07 N27 G S09 N14 G S38
N07 N27 G S10 N14,N07 N27 G S10 N14 G S38
N07 N27 G S11 N15,N07 N27 G S11 N15 G S32
N07 N27 G S12 S34,N07 N27 G S12 S34 G S03
N07 N27 G S13 S36,N07 N27 G S13 S36 G N15
N07 N27 G S14 S36,N07 N27 G S14 S36 G N33
N07 N27 G S15 S36,N07 N27 G S15 S36 G N31
N07 N27 G S16 N14,N07 N27 G S16 N14 G S36
N07 N27 G S17 N14,N07 N27 G S17 N14 G S13
N07 N27 G S18 N14,N07 N27 G S18 N14 G S11
N07 N27 G S19 S13,N07 N27 G S19 S13 G S09
N07 N27 G S20 S11,N07 N27 G S20 S11 G S30
N07 N27 G S21 S25,N07 N27 G S21 S25 G N18
N07 N27 G S22 S34,N07 N27 G S22 S34 G S04
N07 N27 G S23 S22,N07 N27 G S23 S22 G N16
N07 N27 G S24 N14,N07 N27 G S24 N14 G S40
N07 N27 G S25 N32,N07 N27 G S25 N32 G N16
N07 N27 G S26 N14,N07 N27 G S26 N14 G S40
N07 N27 G S27 N15,N07 N27 G S27 N15 G S22
N07 N27 G S28 N15,N07 N27 G S28 N15 G S32
N07 N27 G S29 S15,N07 N27 G S29 S15 G S01
N07 N27 G S30 S34,N07 N27 G S30 S34 G N16
N07 N27 G S31 S34,N07 N27 G S31 S34 G S04
N07 N27 G S32 S36,N07 N27 G S32 S36 G N25
N07 N27 G S33 S36,N07 N27 G S33 S36 G N24
N07 N27 G S34 S33,N07 N27 G S34 S33 G N16
N07 N27 G S35 N14,N07 N27 G S35 N14 G S30
N07 N27 G S36 N14,N07 N27 G S36 N14 G S30
N07 N27 G S37 N14,N07 N27 G S37 N14 G S23
N07 N27 G S38 N15,N07 N27 G S38 N15 G S32
N07 N27 G S39 S15,N07 N27 G S39 S15 G S09
N07 N27 G S40 S24,N07 N27 G S40 S24 G N18
N07 N28 G N01 S37,N07 N28 G N01 S37 G N30
N07 N28 G N02 N17,N07 N28 G N02 N17 G S34
N07 N28 G N03 N17,N07 N28 G N03 N17 G S34
N07 N28 G N04 N17,N07 N28 G N04 N17 G S34
N07 N28 G N05 N03,N07 N28 G N05 N03 G N30
N07 N28 G N06 S35,N07 N28 G N06 S35 G S05
N07 N28 G N08 N30,N07 N28 G N08 N30 G N11
N07 N28 G N09 S33,N07 N28 G N09 S33 G S05
N07 N28 G N10 S35,N07 N28 G N10 S35 G S39
N07 N28 G N11 N15,N07 N28 G N11 N15 G S32
N07 N28 G N12 N15,N07 N28 G N12 N15 G S34
N07 N28 G N13 S35,N07 N28 G N13 S35 G N18
N07 N28 G N14 S35,N07 N28 G N14 S35 G N18
N07 N28 G N15 S35,N07 N28 G N15 S35 G N17
N07 N28 G N16 N14,N07 N28 G N16 N14 G S37
N07 N28 G N17 N14,N07 N28 G N17 N14 G S23
N07 N28 G N18 N14,N07 N28 G N18 N14 G S32
N07 N28 G N19 N14,N07 N28 G N19 N14 G S39
N07 N28 G N20 N14,N07 N28 G N20 N14 G S06
N07 N28 G N21 S35,N07 N28 G N21 S35 G S39
N07 N28 G N22 S35,N07 N28 G N22 S35 G S29
N07 N28 G N23 N26,N07 N28 G N23 N26 G S39
N07 N28 G N24 S33,N07 N28 G N24 S33 G N16
N07 N28 G N25 N14,N07 N28 G N25 N14 G S23
N07 N28 G N26 N14,N07 N28 G N26 N14 G S21
N07 N28 G N27 N15,N07 N28 G N27 N15 G S32
N07 N28 G N28+ S35,N07 N28 G N28+ S35 G S04
N07 N28 G N29 N15,N07 N28 G N29 N15 G S23
N07 N28 G N30 S35,N07 N28 G N30 S35 G S03
N07 N28 G N31 S35,N07 N28 G N31 S35 G N18
N07 N28 G N32 S35,N07 N28 G N32 S35 G N18
N07 N28 G N33 S35,N07 N28 G N33 S35 G N35
N07 N28 G N34 N14,N07 N28 G N34 N14 G S21
N07 N28 G N35 N14,N07 N28 G N35 N14 G S21
N07 N28 G N36 N14,N07 N28 G N36 N14 G S23
N07 N28 G N37 N15,N07 N28 G N37 N15 G S22
N07 N28 G N38 N15,N07 N28 G N38 N15 G S34
N07 N28 G N39 S33,N07 N28 G N39 S33 G N16
N07 N28 G N40 S35,N07 N28 G N40 S35 G S19
N07 N28 G S01 S02,N07 N28 G S01 S02 G S31
N07 N28 G S02 S37,N07 N28 G S02 S37 G S21
N07 N28 G S03 S37,N07 N28 G S03 S37 G N32
N07 N28 G S04 N14,N07 N28 G S04 N14 G S37
N07 N28 G S05 N14,N07 N28 G S05 N14 G S39
N07 N28 G S06 S11,N07 N28 G S06 S11 G N38
N07 N28 G S07 S10,N07 N28 G S07 S10 G S30
N07 N28 G S08 S09,N07 N28 G S08 S09 G S29
N07 N28 G S09 S35,N07 N28 G S09 S35 G S39
N07 N28 G S10 N14,N07 N28 G S10 N14 G S39
N07 N28 G S11 N15,N07 N28 G S11 N15 G S21
N07 N28 G S12 S35,N07 N28 G S12 S35 G S19
N07 N28 G S13 S35,N07 N28 G S13 S35 G S39
N07 N28 G S14 S35,N07 N28 G S14 S35 G S20
N07 N28 G S15 S37,N07 N28 G S15 S37 G S34
N07 N28 G S16 N14,N07 N28 G S16 N14 G S12
N07 N28 G S17 N14,N07 N28 G S17 N14 G S29
N07 N28 G S18 N14,N07 N28 G S18 N14 G S30
N07 N28 G S19 S13,N07 N28 G S19 S13 G N35
N07 N28 G S20 N14,N07 N28 G S20 N14 G S23
N07 N28 G S21 S35,N07 N28 G S21 S35 G S04
N07 N28 G S22 S24,N07 N28 G S22 S24 G N16
N07 N28 G S23 S35,N07 N28 G S23 S35 G S21
N07 N28 G S24 S35,N07 N28 G S24 S35 G N30
N07 N28 G S25 N14,N07 N28 G S25 N14 G S21
N07 N28 G S26 N14,N07 N28 G S26 N14 G S22
N07 N28 G S27 N15,N07 N28 G S27 N15 G S21
N07 N28 G S28 N15,N07 N28 G S28 N15 G S22
N07 N28 G S29 S15,N07 N28 G S29 S15 G S19
N07 N28 G S30 S35,N07 N28 G S30 S35 G S20
N07 N28 G S31 S35,N07 N28 G S31 S35 G S20
N07 N28 G S32 S35,N07 N28 G S32 S35 G S28
N07 N28 G S33 S35,N07 N28 G S33 S35 G N30
N07 N28 G S34 S33,N07 N28 G S34 S33 G S03
N07 N28 G S35 N14,N07 N28 G S35 N14 G S30
N07 N28 G S36 N14,N07 N28 G S36 N14 G S32
N07 N28 G S37 N14,N07 N28 G S37 N14 G S32
N07 N28 G S38 N14,N07 N28 G S38 N14 G S32
N07 N28 G S39 N35,N07 N28 G S39 N35 G S13
N07 N28 G S40 N35,N07 N28 G S40 N35 G S10
N07 N29 G N01 S38,N07 N29 G N01 S38 G N11
N07 N29 G N02 S36,N07 N29 G N02 S36 G S40
N07 N29 G N03 S36,N07 N29 G N03 S36 G N18
N07 N29 G N04 N37,N07 N29 G N04 N37 G N26
N07 N29 G N05 N13,N07 N29 G N05 N13 G S40
N07 N29 G N06 N15,N07 N29 G N06 N15 G S40
N07 N29 G N08 N31,N07 N29 G N08 N31 G S38
N07 N29 G N09 S33,N07 N29 G N09 S33 G N16
N07 N29 G N10 N15,N07 N29 G N10 N15 G S40
N07 N29 G N11 N15,N07 N29 G N11 N15 G S40
N07 N29 G N12 S36,N07 N29 G N12 S36 G S04
N07 N29 G N13 S36,N07 N29 G N13 S36 G S20
N07 N29 G N14 S36,N07 N29 G N14 S36 G N38
N07 N29 G N15 S36,N07 N29 G N15 S36 G N17
N07 N29 G N16 N17,N07 N29 G N16 N17 G S36
N07 N29 G N17 N15,N07 N29 G N17 N15 G S38
N07 N29 G N18 N15,N07 N29 G N18 N15 G S20
N07 N29 G N19 N15,N07 N29 G N19 N15 G S38
N07 N29 G N20 N15,N07 N29 G N20 N15 G S20
N07 N29 G N21 S36,N07 N29 G N21 S36 G S05
N07 N29 G N22 S36,N07 N29 G N22 S36 G N31
N07 N29 G N23 N25,N07 N29 G N23 N25 G S38
N07 N29 G N24 S33,N07 N29 G N24 S33 G N16
N07 N29 G N25 S33,N07 N29 G N25 S33 G N16
N07 N29 G N26 N15,N07 N29 G N26 N15 G S23
N07 N29 G N27 S35,N07 N29 G N27 S35 G S04
N07 N29 G N28 S35,N07 N29 G N28 S35 G S03
N07 N29 G N29+ N15,N07 N29 G N29+ N15 G S22
N07 N29 G N30 S35,N07 N29 G N30 S35 G S05
N07 N29 G N31 S36,N07 N29 G N31 S36 G S28
N07 N29 G N32 S36,N07 N29 G N32 S36 G S28
N07 N29 G N33 S36,N07 N29 G N33 S36 G N35
N07 N29 G N34 S36,N07 N29 G N34 S36 G N31
N07 N29 G N35 N15,N07 N29 G N35 N15 G S38
N07 N29 G N36 N15,N07 N29 G N36 N15 G S38
N07 N29 G N37 N15,N07 N29 G N37 N15 G S24
N07 N29 G N38 N15,N07 N29 G N38 N15 G S40
N07 N29 G N39 N15,N07 N29 G N39 N15 G S34
N07 N29 G N40 S35,N07 N29 G N40 S35 G N17
N07 N29 G S01 S02,N07 N29 G S01 S02 G S29
N07 N29 G S02 S38,N07 N29 G S02 S38 G N31
N07 N29 G S03 S36,N07 N29 G S03 S36 G S40
N07 N29 G S04 N15,N07 N29 G S04 N15 G S38
N07 N29 G S05 N15,N07 N29 G S05 N15 G S20
N07 N29 G S06 S11,N07 N29 G S06 S11 G N37
N07 N29 G S07 S02,N07 N29 G S07 S02 G S33
N07 N29 G S08 S09,N07 N29 G S08 S09 G S28
N07 N29 G S09 N15,N07 N29 G S09 N15 G S40
N07 N29 G S10 N15,N07 N29 G S10 N15 G S40
N07 N29 G S11 N15,N07 N29 G S11 N15 G S40
N07 N29 G S12 S35,N07 N29 G S12 S35 G S20
N07 N29 G S13 S36,N07 N29 G S13 S36 G S40
N07 N29 G S14 S36,N07 N29 G S14 S36 G S01
N07 N29 G S15 S36,N07 N29 G S15 S36 G N31
N07 N29 G S16 S36,N07 N29 G S16 S36 G N31
N07 N29 G S17 N15,N07 N29 G S17 N15 G S15
N07 N29 G S18 N15,N07 N29 G S18 N15 G S12
N07 N29 G S19 S03,N07 N29 G S19 S03 G S30
N07 N29 G S20 N15,N07 N29 G S20 N15 G S11
N07 N29 G S21 S11,N07 N29 G S21 S11 G S32
N07 N29 G S22 S26,N07 N29 G S22 S26 G S15
N07 N29 G S23 S25,N07 N29 G S23 S25 G N31
N07 N29 G S24 S36,N07 N29 G S24 S36 G N31
N07 N29 G S25 N15,N07 N29 G S25 N15 G S40
N07 N29 G S26 N15,N07 N29 G S26 N15 G S40
N07 N29 G S27 N15,N07 N29 G S27 N15 G S21
N07 N29 G S28 N15,N07 N29 G S28 N15 G S32
